event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude
7371,2015-08-01 00:00:00,near S Lamphei Lamkhai and Sehlon village,near S Lamphei Lamkhai and Sehlon village,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,94.0573,23.9939
7374,2015-08-01 00:00:00,Ukhrul town Circular road from Rayotang to Viewland Zone II,Ukhrul town Circular road from Rayotang to Viewland Zone II,Manipur,landslide,continuous_rain,medium,below_road,0.0,0.0,94.3591,25.1122
7385,2015-08-01 00:00:00,"Holenjang, Chandel district","Holenjang, Chandel district",Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.9815,24.004
7369,2015-08-01 00:00:00,between Chalong and Paraolon,between Chalong and Paraolon,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1016,24.1988
7373,2015-08-01 00:00:00,between Maku village and Kamjong sub division,between Maku village and Kamjong sub division,Manipur,landslide,continuous_rain,medium,above_road,,,94.4759,24.9111
7390,2015-08-01 00:00:00,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1913,24.4265
7384,2015-08-01 00:00:00,"Wayang, Khengjoi","Wayang, Khengjoi",Manipur,landslide,rain,medium,unknown,0.0,0.0,94.0906,23.9278
7375,2015-08-01 00:00:00,Ukhrul NH 201-Jessami road,Ukhrul NH 201-Jessami road,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.4481,25.1941
7370,2015-08-01 00:00:00,between Moltuk to New Songjang village,between Moltuk to New Songjang village,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1078,24.1419
7910,2015-08-01 00:00:00,Chandel,Chandel,Manipur,landslide,unknown,medium,above_road,0.0,0.0,94.1146,24.3481
7383,2015-08-01 00:00:00,"Tuitung village, Khengjoi","Tuitung village, Khengjoi",Manipur,landslide,rain,medium,unknown,0.0,0.0,94.1434,23.899
7388,2015-08-01 00:00:00,Senam,Senam,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,94.0984,24.416
7387,2015-08-01 00:00:00,Imphal-Ukhrul road,Imphal-Ukhrul road,Manipur,landslide,continuous_rain,small,below_road,0.0,0.0,94.2156,24.954
7409,2015-08-02 00:00:00,Meluri Sub-Division in Phek District of Nagaland,Meluri Sub-Division in Phek District of Nagaland,Nagaland,landslide,continuous_rain,medium,unknown,0.0,0.0,94.6219,25.72
7664,2015-08-11 00:00:00,Nungba,Nungba,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.4251,24.7459
7666,2015-08-11 00:00:00,Tousem,Tousem,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.3729,25.1019
7665,2015-08-11 00:00:00,Khoupum,Khoupum,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.5291,24.7016
7660,2015-08-12 00:00:00,Phesama village,Phesama village,Nagaland,mudslide,continuous_rain,medium,below_road,0.0,0.0,94.1136,25.6237
7887,2015-08-16 00:00:00,Hawai,Hawai,Arunachal Pradesh,landslide,continuous_rain,medium,above_road,0.0,0.0,96.9262,27.8835
7334,2015-08-18 00:00:00,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,landslide,unknown,medium,unknown,1.0,0.0,94.7596,28.1737
7335,2015-08-18 09:00:00,Tura Civil Hospital,Tura Civil Hospital,Meghalaya,landslide,continuous_rain,medium,urban,0.0,0.0,90.2023,25.5145
7699,2015-08-19 00:00:00,Zunheboto district,Zunheboto district,Nagaland,landslide,continuous_rain,medium,unknown,0.0,0.0,94.5224,26.0214
7706,2015-08-19 00:00:00,National Highway at Kuliang,National Highway at Kuliang,Meghalaya,landslide,rain,medium,above_road,0.0,0.0,92.3636,25.0728
7590,2015-08-19 00:00:00,Tongseng,Tongseng,Meghalaya,landslide,rain,small,unknown,0.0,0.0,92.3807,25.1416
7589,2015-08-19 00:00:00,National Highway 44,National Highway 44,Meghalaya,landslide,rain,medium,above_road,0.0,0.0,92.3825,25.2568
7336,2015-08-19 09:00:00,NH-62 at Sibbari,NH-62 at Sibbari,Meghalaya,landslide,continuous_rain,medium,above_road,0.0,0.0,90.5549,25.2193
7701,2015-08-19 15:00:00,Phesama,Phesama,Nagaland,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1051,25.6278
7727,2015-08-20 18:00:00,between Phesama and Kuima in Nagaland,between Phesama and Kuima in Nagaland,Nagaland,landslide,continuous_rain,medium,below_road,0.0,0.0,94.1057,25.6263
7728,2015-08-22 09:00:00,Natonal Highway in Jorabat area,Natonal Highway in Jorabat area,Assam,landslide,continuous_rain,medium,above_road,0.0,0.0,91.8806,26.1028
7780,2015-08-26 00:00:00,Sailam village,Sailam village,Mizoram,landslide,continuous_rain,medium,above_road,1.0,0.0,92.7878,23.3572
7778,2015-08-26 00:00:00,Phullen’s main road,Phullen’s main road,Mizoram,mudslide,continuous_rain,medium,above_road,0.0,0.0,93.0514,23.8447
7836,2015-08-27 00:00:00,"National Highway 54, at Kawnpui town","National Highway 54, at Kawnpui town",Mizoram,landslide,downpour,medium,above_road,0.0,0.0,92.6724,24.042
7837,2015-08-27 00:00:00,three graveyards within Aizawl,three graveyards within Aizawl,Mizoram,landslide,downpour,medium,urban,0.0,0.0,92.7265,23.7269
7972,2015-08-28 01:45:00,"Mizoram, India","Mizoram, India",Mizoram,landslide,downpour,large,unknown,0.0,0.0,92.8112,23.4495
7933,2015-09-01 00:00:00,Maligaon,Maligaon,Assam,rock_fall,rain,medium,unknown,2.0,0.0,91.6739,26.1868
7923,2015-09-01 00:00:00,Amingaon,Amingaon,Assam,landslide,rain,medium,unknown,2.0,0.0,91.72137514,26.49349035
7956,2015-09-05 00:00:00,Byrnihat,Byrnihat,Meghalaya,landslide,unknown,medium,above_road,0.0,0.0,91.8695,26.048
8012,2015-09-06 15:00:00,"Umling, Meghalaya 793102, India","Umling, Meghalaya 793102, India",Meghalaya,landslide,unknown,medium,above_road,0.0,0.0,91.8584,25.9703
8224,2015-09-14 01:30:00,"Aizawl, Mizoram, India","Aizawl, Mizoram, India",Mizoram,landslide,downpour,medium,above_road,0.0,0.0,92.7187,23.7313
8223,2015-09-14 03:10:00,"Aizawl, Mizoram, India","Aizawl, Mizoram, India",Mizoram,landslide,downpour,large,above_road,0.0,0.0,92.7187,23.7348
8339,2015-09-23 00:00:00,Kamakhya Temple,Kamakhya Temple,Assam,landslide,continuous_rain,medium,above_road,0.0,0.0,91.7042,26.1666
8366,2015-09-23 15:00:00,"Shillong, Meghalaya, India","Shillong, Meghalaya, India",Meghalaya,landslide,downpour,medium,natural_slope,2.0,1.0,91.893,25.583
9405,2016-04-19 00:00:00,"Techahan Ward, Mon, Nagaland, India","Techahan Ward, Mon, Nagaland, India",Nagaland,landslide,continuous_rain,medium,unknown,0.0,0.0,95.0243,26.7223
7655,2016-04-22 02:30:00,"Tawang, Arunachal Pradesh","Tawang, Arunachal Pradesh",Arunachal Pradesh,landslide,continuous_rain,medium,above_road,17.0,0.0,91.8569,27.5799
9404,2016-05-01 00:00:00,"Hayuliang, Anjaw district,Arunachal Pradesh, India","Hayuliang, Anjaw district,Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,above_road,0.0,0.0,96.5316,28.0822
9338,2016-05-18 08:00:00,"Sonachirra, Karimganj district, Assam, India","Sonachirra, Karimganj district, Assam, India",Assam,landslide,continuous_rain,medium,natural_slope,5.0,0.0,92.4943,24.4638
9335,2016-05-18 08:00:00,"Bilaipur, Hailakandi district, Assam, India","Bilaipur, Hailakandi district, Assam, India",Assam,landslide,continuous_rain,unknown,unknown,2.0,0.0,92.7239,24.5202
9336,2016-05-18 08:00:00,"Ramchandi , Hailakandi District, Assam, India","Ramchandi , Hailakandi District, Assam, India",Assam,landslide,continuous_rain,small,unknown,1.0,0.0,92.5121,24.5308
9334,2016-05-18 08:00:00,"Bilaipur, Hailakandi district, Assam, India","Bilaipur, Hailakandi district, Assam, India",Assam,landslide,continuous_rain,unknown,unknown,2.0,0.0,92.7264,24.5204
9169,2016-06-12 00:00:00,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India","on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",Nagaland,landslide,continuous_rain,unknown,above_road,0.0,0.0,94.2442,26.1677
9168,2016-06-12 23:00:00,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,above_road,0.0,0.0,93.871,27.6438
9142,2016-06-14 08:00:00,"lower Majakong Ward, Mokokchung, Nagaland, India","lower Majakong Ward, Mokokchung, Nagaland, India",Nagaland,landslide,continuous_rain,medium,retaining_wall,0.0,0.0,94.5247,26.3185
8222,2016-06-22 12:00:00,"Piyali Phukan Nagar, Guwahati, India","Piyali Phukan Nagar, Guwahati, India",Assam,mudslide,downpour,medium,natural_slope,1.0,0.0,91.7825,26.1961
8237,2016-07-01 00:00:00,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India","Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,large,unknown,5.0,3.0,92.6351,27.0136
8684,2016-07-07 00:00:00,"Kamrup district, Assam, India","Kamrup district, Assam, India",Assam,landslide,continuous_rain,medium,retaining_wall,2.0,2.0,91.3681,25.9611
8900,2016-07-07 00:00:00,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Imphal-Ukhrul sector of National Highway 102, Manipur, India",Manipur,landslide,monsoon,large,above_road,0.0,0.0,94.3136,25.0118
8901,2016-07-10 00:00:00,"National Highway 2, near Kohima, Nagaland, India","National Highway 2, near Kohima, Nagaland, India",Nagaland,landslide,downpour,medium,above_road,0.0,0.0,94.1318,25.7902
8930,2016-07-11 23:00:00,"North Point Colony, Akuluto, Nagaland, India","North Point Colony, Akuluto, Nagaland, India",Nagaland,landslide,unknown,large,unknown,0.0,0.0,94.4922,26.1699
8996,2016-07-14 00:00:00,"Pub Sarania hill, South Sarania, Guwahati, Assam, India","Pub Sarania hill, South Sarania, Guwahati, Assam, India",Assam,landslide,monsoon,small,natural_slope,1.0,0.0,91.7702,26.1768
8995,2016-07-14 00:00:00,"Noonmati Nijarapar area of the city, Guwahati, Assam, India","Noonmati Nijarapar area of the city, Guwahati, Assam, India",Assam,landslide,monsoon,small,unknown,1.0,0.0,91.8074,26.1963
9010,2016-07-16 00:00:00,"Hoj-Potin Highway, Arunachal Pradesh, India","Hoj-Potin Highway, Arunachal Pradesh, India",Arunachal Pradesh,mudslide,downpour,medium,above_road,1.0,0.0,93.804,27.3034
9124,2016-07-19 00:00:00,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India","Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",Meghalaya,translational_slide,continuous_rain,large,natural_slope,0.0,0.0,90.5573,25.203
9087,2016-07-19 00:00:00,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India","5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,above_road,0.0,0.0,94.9612,28.235
9051,2016-07-19 09:00:00,"12th Mile area at Jorabat, Meghalaya, India","12th Mile area at Jorabat, Meghalaya, India",Meghalaya,landslide,unknown,medium,natural_slope,0.0,1.0,91.8744337,26.09748244
9122,2016-07-20 00:00:00,"Noonmati, Guwahati, Assam, India","Noonmati, Guwahati, Assam, India",Assam,landslide,rain,medium,unknown,0.0,0.0,91.802,26.1966
9186,2016-07-25 12:30:00,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",Manipur,landslide,continuous_rain,medium,above_road,0.0,1.0,94.1383,25.48
9219,2016-07-26 23:00:00,"Zunheboto, Nagaland, India","Zunheboto, Nagaland, India",Nagaland,landslide,downpour,medium,retaining_wall,0.0,0.0,94.5282,26.0101
9252,2016-07-28 00:00:00,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India","Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",Arunachal Pradesh,landslide,monsoon,medium,unknown,0.0,0.0,91.8644,27.5748
9232,2016-07-28 23:00:00,"Ngur, near Mizoram-Myanmar border, India","Ngur, near Mizoram-Myanmar border, India",Mizoram,landslide,continuous_rain,medium,unknown,2.0,6.0,93.3783,23.5397
9251,2016-07-28 23:00:00,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India","Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",Nagaland,landslide,downpour,medium,retaining_wall,0.0,0.0,94.7844,25.8702
9464,2016-08-05 00:00:00,Babrang village under Jang circle in Tawang district,Babrang village under Jang circle in Tawang district,Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,3.0,91.9754,27.5754
9604,2016-10-12 00:00:00,Legship,Legship,Sikkim,landslide,continuous_rain,medium,above_road,0.0,0.0,88.2891,27.2676
9619,2016-10-15 00:00:00,Namchi,Namchi,Sikkim,landslide,rain,medium,above_road,0.0,0.0,88.3664,27.1695
9620,2016-10-15 00:00:00,Rangpo,Rangpo,Sikkim,landslide,downpour,medium,above_road,0.0,0.0,88.5292,27.172
