event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude,elevation_m,slope_degree,aspect_degree
6110,2014-06-27 00:00:00,"Bhangagarh, Assam","Bhangagarh, Assam",Assam,landslide,rain,small,unknown,3.0,0.0,91.7697,26.1619,54.29384994506836,2.946413402631005,359.1212128757807
6112,2014-06-28 09:00:00,"Kharghuli Hills, Assam","Kharghuli Hills, Assam",Assam,landslide,rain,medium,unknown,0.0,0.0,91.7652,26.1964,88.93688201904297,5.015605123771912,302.62294224263184
6143,2014-07-14 18:00:00,"Zembabawk, Aizawl","Zembabawk, Aizawl",Mizoram,landslide,downpour,medium,unknown,1.0,2.0,92.7463,23.7327,769.8861083984375,10.671182579001156,225.48952966580953
6513,2014-08-14 23:00:00,Sabroom,Sabroom,Tripura,mudslide,downpour,medium,unknown,3.0,0.0,91.7174,23.0137,,,
6200,2014-08-17 00:00:00,Arunachal Pradesh/Itanagar,Arunachal Pradesh/Itanagar,Arunachal Pradesh,landslide,downpour,large,unknown,0.0,0.0,93.6086,27.0869,313.25152587890625,6.729128044662146,220.65494815502615
6331,2014-09-08 00:00:00,Kiphire-Seyochung road near Yangzitong village,Kiphire-Seyochung road near Yangzitong village,Nagaland,mudslide,unknown,medium,unknown,0.0,0.0,94.6279,25.9466,1383.3017578125,12.16392932261721,258.9394564950802
6291,2014-09-21 00:00:00,National Highway 51,National Highway 51,Meghalaya,landslide,continuous_rain,large,unknown,0.0,0.0,90.3852,25.7354,332.07452392578125,1.6790712211505168,31.172248882709027
6286,2014-09-22 00:00:00,Garchuk,Garchuk,Assam,landslide,rain,small,unknown,0.0,0.0,91.7082,26.1044,50.43853759765625,0.5838235718017531,30.099706009273007
6282,2014-09-22 00:00:00,Lalmati,Lalmati,Assam,landslide,rain,small,urban,1.0,0.0,91.7747,26.1097,61.38019561767578,1.700150432625599,347.91161586019507
6287,2014-09-22 00:00:00,Dhirenpara,Dhirenpara,Assam,landslide,rain,small,unknown,0.0,0.0,91.7056,26.1295,142.085693359375,3.028031397886876,206.62385286320367
6289,2014-09-22 00:00:00,Pamohi,Pamohi,Assam,landslide,rain,small,unknown,0.0,0.0,91.6849,26.1001,141.17234802246094,10.515644215923333,20.99309602548999
6283,2014-09-22 00:00:00,Dakhingaon,Dakhingaon,Assam,landslide,rain,small,unknown,0.0,0.0,91.7548,26.1314,78.39965057373047,1.8204737413153456,69.10865075226673
6285,2014-09-22 00:00:00,VIP Road,VIP Road,Assam,landslide,rain,small,above_road,0.0,0.0,91.8178,26.159,116.36119079589844,7.118671337300538,137.09388440786142
6288,2014-09-22 00:00:00,Noonmati,Noonmati,Assam,landslide,rain,small,unknown,0.0,0.0,91.7998,26.1985,85.3450698852539,1.3789912984809214,274.2269234670863
6284,2014-09-22 00:00:00,Batahghuli,Batahghuli,Assam,landslide,rain,small,unknown,0.0,1.0,91.8342,26.1324,88.89730072021484,4.439598199059165,0.4344198059403652
6292,2014-09-23 00:00:00,Hatsingimari,Hatsingimari,Assam,landslide,continuous_rain,small,unknown,1.0,0.0,89.9032,25.7238,26.560707092285156,1.3107214771057185,216.5520510767439
6290,2014-09-23 03:00:00,Mawbah under Mawprem area,Mawbah under Mawprem area,Meghalaya,landslide,continuous_rain,small,urban,8.0,1.0,91.8666,25.5772,1471.2242431640625,4.095517749233523,345.92285797829373
6213,2014-09-24 00:00:00,Meghalaya,Meghalaya,Meghalaya,landslide,continuous_rain,large,unknown,0.0,0.0,90.5763,25.8143,64.95821380615234,4.270435998700215,268.22634526083505
6222,2014-10-01 11:00:00,Karsingsa block point,Karsingsa block point,Arunachal Pradesh,landslide,unknown,small,above_road,5.0,0.0,93.7706,27.1249,142.41452026367188,4.354630393956385,0.19519332866144623
6214,2014-10-05 17:45:00,Jorabat-Umiam route,Jorabat-Umiam route,Meghalaya,landslide,rain,medium,above_road,1.0,0.0,91.8587,25.9702,343.8716125488281,3.5430934319129843,137.11105438447817
6293,2014-10-20 00:00:00,South West Garo Hills,South West Garo Hills,Meghalaya,landslide,rain,medium,unknown,6.0,0.0,90.0896,25.5006,46.47753143310547,1.7182990619373226,216.50496073710377
6775,2015-02-14 00:00:00,Kailashpur hill,Kailashpur hill,Assam,landslide,mining,small,mine,1.0,2.0,91.6469,26.1468,108.400634765625,2.9385488205872656,255.0368905579026
6786,2015-02-19 23:00:00,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",,Assam,landslide,mining,medium,mine,2.0,1.0,92.562,24.6108,29.484477996826172,0.17823722943971687,113.84574725898358
7591,2015-03-19 00:00:00,Ratacherra,Ratacherra,Assam,landslide,rain,small,unknown,0.0,0.0,92.4584,25.0318,88.8576431274414,9.962664635159802,194.28754275136538
7031,2015-05-24 00:00:00,"Bop, Sikkim","Bop, Sikkim",Sikkim,landslide,unknown,medium,above_road,0.0,0.0,88.6586,27.6163,1829.734375,27.50848613652804,137.3335121657729
6971,2015-06-09 00:00:00,"Itanagar, Arunachal Pradesh","Itanagar, Arunachal Pradesh",Arunachal Pradesh,landslide,continuous_rain,medium,above_road,2.0,2.0,93.816,27.0987,182.13697814941406,4.8079576464873535,98.32944122559564
6968,2015-06-13 00:00:00,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon","Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",Meghalaya,landslide,continuous_rain,medium,unknown,4.0,2.0,92.2121,25.463,1362.5028076171875,3.7667957704678883,312.53436359893567
6970,2015-06-16 00:00:00,Akonggre,Akonggre,Meghalaya,rock_fall,downpour,small,above_road,1.0,0.0,90.2191,25.5084,342.36712646484375,10.235705379013082,272.2982188246608
6969,2015-06-16 06:15:00,"Nakham Bazaar, Tura, Meghalaya","Nakham Bazaar, Tura, Meghalaya",Meghalaya,landslide,downpour,medium,urban,4.0,0.0,90.215,25.5114,295.56683349609375,3.817092570345536,218.28790966829877
6945,2015-06-19 00:00:00,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District","amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",Manipur,landslide,monsoon,medium,above_road,0.0,0.0,93.686,25.16,1039.8975830078125,18.550263384675024,157.79166262551053
6963,2015-06-19 00:00:00,"Muanna locality, Mizoram","Muanna locality, Mizoram",Mizoram,landslide,rain,medium,natural_slope,0.0,0.0,92.7362,23.7131,765.9761962890625,11.050015235695566,90.53403124571338
6990,2015-06-24 00:00:00,"New Land (""""New Colony"""")","New Land (""""New Colony"""")",Nagaland,landslide,continuous_rain,medium,above_road,0.0,0.0,94.5466,26.0319,1394.6749267578125,18.170552033452267,146.3587845096265
7138,2015-07-07 00:00:00,"NH-10, Sepi Jhora, Kalimpong","NH-10, Sepi Jhora, Kalimpong",Sikkim,landslide,continuous_rain,small,above_road,0.0,0.0,88.4397,27.0816,417.0215148925781,12.996049259004463,327.26082401341773
7214,2015-07-15 08:00:00,Type-IV Colony of Seppa in East Kameng,Type-IV Colony of Seppa in East Kameng,Arunachal Pradesh,landslide,monsoon,medium,urban,3.0,0.0,93.0385,27.36,399.9796447753906,8.911732926006986,87.63909690615611
7265,2015-07-22 00:00:00,Willong-Yangkhullen stretch,Willong-Yangkhullen stretch,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,93.9854,25.5007,1395.7078857421875,16.866495952895704,198.70921253232825
7253,2015-07-22 00:00:00,Lakhipur,Lakhipur,Assam,landslide,continuous_rain,medium,urban,5.0,0.0,92.9974,24.7979,24.35943603515625,0.05843208738330495,316.8654098683827
7267,2015-07-22 00:00:00,NH-2 between Senapati and Mao,NH-2 between Senapati and Mao,Manipur,landslide,continuous_rain,small,above_road,0.0,0.0,94.0926,25.3908,1278.12744140625,4.999112929615911,261.1024690596528
7264,2015-07-22 00:00:00,22 kms to 30 kms between Sangkungmai and Willong,22 kms to 30 kms between Sangkungmai and Willong,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,93.9827,25.4538,1707.815185546875,22.615815443886795,288.28161706397606
7263,2015-07-22 00:00:00,"15 kms from Maram, National Highway-102/A (Maram Peren road)","15 kms from Maram, National Highway-102/A (Maram Peren road)",Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.0489,25.4477,1457.503662109375,23.240366774817613,307.2555800428323
7266,2015-07-22 00:00:00,Yangkhullen-Tamphung road till Nagaland border,Yangkhullen-Tamphung road till Nagaland border,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,93.8794,25.5098,1694.1363525390625,10.721322079901263,257.4454159439083
7279,2015-07-24 00:00:00,Tamenglong Ward No-IV,Tamenglong Ward No-IV,Manipur,mudslide,monsoon,medium,other,0.0,0.0,93.5142,24.9818,1323.1640625,13.967650042796238,10.070465604139713
7276,2015-07-25 09:00:00,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*",,Assam,landslide,continuous_rain,medium,natural_slope,2.0,0.0,91.8717,26.1062,214.65968322753906,8.467378946715453,197.49200159170957
7364,2015-07-31 09:00:00,Phungyar road,Phungyar road,Manipur,landslide,continuous_rain,medium,below_road,0.0,0.0,94.3551,24.819,1720.0596923828125,0.9095423676321208,240.57902649152172
7372,2015-07-31 23:00:00,Naga Gate along the Ukhrul-Imphal route,Naga Gate along the Ukhrul-Imphal route,Manipur,mudslide,continuous_rain,medium,above_road,0.0,0.0,94.3415,25.0634,1812.20166015625,7.014487221753697,253.4700516299402
7389,2015-08-01 00:00:00,between Bongyang and Lokchao along the Imphal-Moreh highway,between Bongyang and Lokchao along the Imphal-Moreh highway,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.0644,24.4072,1216.6253662109375,7.251364313576403,298.3932510545225
7371,2015-08-01 00:00:00,near S Lamphei Lamkhai and Sehlon village,near S Lamphei Lamkhai and Sehlon village,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,94.0573,23.9939,922.6273193359375,1.9014455907760899,40.91929256922543
7374,2015-08-01 00:00:00,Ukhrul town Circular road from Rayotang to Viewland Zone II,Ukhrul town Circular road from Rayotang to Viewland Zone II,Manipur,landslide,continuous_rain,medium,below_road,0.0,0.0,94.3591,25.1122,1813.75341796875,9.02688437806724,276.54277662650287
7385,2015-08-01 00:00:00,"Holenjang, Chandel district","Holenjang, Chandel district",Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.9815,24.004,1397.8375244140625,18.399394861372006,49.62624976279437
7369,2015-08-01 00:00:00,between Chalong and Paraolon,between Chalong and Paraolon,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1016,24.1988,1347.613525390625,2.0312062967513436,218.10369340107317
7373,2015-08-01 00:00:00,between Maku village and Kamjong sub division,between Maku village and Kamjong sub division,Manipur,landslide,continuous_rain,medium,above_road,,,94.4759,24.9111,1748.2857666015625,16.26553042077008,8.121164852501579
7390,2015-08-01 00:00:00,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1913,24.4265,1288.5555419921875,8.570662484967764,98.3891459707828
7384,2015-08-01 00:00:00,"Wayang, Khengjoi","Wayang, Khengjoi",Manipur,landslide,rain,medium,unknown,0.0,0.0,94.0906,23.9278,,,
7375,2015-08-01 00:00:00,Ukhrul NH 201-Jessami road,Ukhrul NH 201-Jessami road,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.4481,25.1941,1607.228515625,11.6878242318148,252.41453360718808
7370,2015-08-01 00:00:00,between Moltuk to New Songjang village,between Moltuk to New Songjang village,Manipur,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1078,24.1419,1175.66650390625,4.765223121013977,84.62592895998381
7910,2015-08-01 00:00:00,Chandel,Chandel,Manipur,landslide,unknown,medium,above_road,0.0,0.0,94.1146,24.3481,1007.4844970703125,4.236409974488785,343.4091480090842
7383,2015-08-01 00:00:00,"Tuitung village, Khengjoi","Tuitung village, Khengjoi",Manipur,landslide,rain,medium,unknown,0.0,0.0,94.1434,23.899,,,
7388,2015-08-01 00:00:00,Senam,Senam,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,94.0984,24.416,1269.47314453125,13.425619528812456,280.3720633090438
7387,2015-08-01 00:00:00,Imphal-Ukhrul road,Imphal-Ukhrul road,Manipur,landslide,continuous_rain,small,below_road,0.0,0.0,94.2156,24.954,1040.440673828125,12.28646153740797,309.7713032074417
7409,2015-08-02 00:00:00,Meluri Sub-Division in Phek District of Nagaland,Meluri Sub-Division in Phek District of Nagaland,Nagaland,landslide,continuous_rain,medium,unknown,0.0,0.0,94.6219,25.72,1747.8638916015625,19.671568073067544,156.9875034535239
7664,2015-08-11 00:00:00,Nungba,Nungba,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.4251,24.7459,760.5267333984375,15.273898855775899,124.79923853345218
7666,2015-08-11 00:00:00,Tousem,Tousem,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.3729,25.1019,1093.6376953125,3.7282623430802193,124.43637289921702
7665,2015-08-11 00:00:00,Khoupum,Khoupum,Manipur,landslide,continuous_rain,medium,unknown,0.0,0.0,93.5291,24.7016,653.4212646484375,15.151082322407328,333.012944913035
7660,2015-08-12 00:00:00,Phesama village,Phesama village,Nagaland,mudslide,continuous_rain,medium,below_road,0.0,0.0,94.1136,25.6237,1568.7457275390625,8.753599146393153,54.76682196821287
7887,2015-08-16 00:00:00,Hawai,Hawai,Arunachal Pradesh,landslide,continuous_rain,medium,above_road,0.0,0.0,96.9262,27.8835,,,
7334,2015-08-18 00:00:00,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,landslide,unknown,medium,unknown,1.0,0.0,94.7596,28.1737,513.426025390625,10.215682642121505,55.54445251268993
7335,2015-08-18 09:00:00,Tura Civil Hospital,Tura Civil Hospital,Meghalaya,landslide,continuous_rain,medium,urban,0.0,0.0,90.2023,25.5145,273.09893798828125,2.988335382012413,289.08102588210306
7699,2015-08-19 00:00:00,Zunheboto district,Zunheboto district,Nagaland,landslide,continuous_rain,medium,unknown,0.0,0.0,94.5224,26.0214,1624.2789306640625,12.871189019427298,291.4142207153575
7706,2015-08-19 00:00:00,National Highway at Kuliang,National Highway at Kuliang,Meghalaya,landslide,rain,medium,above_road,0.0,0.0,92.3636,25.0728,89.61410522460938,10.862033561621171,177.76682998069282
7590,2015-08-19 00:00:00,Tongseng,Tongseng,Meghalaya,landslide,rain,small,unknown,0.0,0.0,92.3807,25.1416,142.55812072753906,7.411453993188049,72.58839765772734
7589,2015-08-19 00:00:00,National Highway 44,National Highway 44,Meghalaya,landslide,rain,medium,above_road,0.0,0.0,92.3825,25.2568,778.7413940429688,3.9444487410273954,221.6403664841109
7336,2015-08-19 09:00:00,NH-62 at Sibbari,NH-62 at Sibbari,Meghalaya,landslide,continuous_rain,medium,above_road,0.0,0.0,90.5549,25.2193,256.89837646484375,3.5523941406595654,62.23685814283249
7701,2015-08-19 15:00:00,Phesama,Phesama,Nagaland,landslide,continuous_rain,medium,above_road,0.0,0.0,94.1051,25.6278,1692.6016845703125,8.397271399243602,26.926699263872422
7727,2015-08-20 18:00:00,between Phesama and Kuima in Nagaland,between Phesama and Kuima in Nagaland,Nagaland,landslide,continuous_rain,medium,below_road,0.0,0.0,94.1057,25.6263,1692.6016845703125,8.397271399243602,26.926699263872422
7728,2015-08-22 09:00:00,Natonal Highway in Jorabat area,Natonal Highway in Jorabat area,Assam,landslide,continuous_rain,medium,above_road,0.0,0.0,91.8806,26.1028,185.69992065429688,4.482045922115907,148.53303471144739
7780,2015-08-26 00:00:00,Sailam village,Sailam village,Mizoram,landslide,continuous_rain,medium,above_road,1.0,0.0,92.7878,23.3572,1297.563232421875,15.723181904587044,246.48393109520015
7778,2015-08-26 00:00:00,Phullen’s main road,Phullen’s main road,Mizoram,mudslide,continuous_rain,medium,above_road,0.0,0.0,93.0514,23.8447,941.862548828125,11.185237757276647,247.59330701317356
7836,2015-08-27 00:00:00,"National Highway 54, at Kawnpui town","National Highway 54, at Kawnpui town",Mizoram,landslide,downpour,medium,above_road,0.0,0.0,92.6724,24.042,753.0997924804688,9.222033371283777,98.1986960366367
7837,2015-08-27 00:00:00,three graveyards within Aizawl,three graveyards within Aizawl,Mizoram,landslide,downpour,medium,urban,0.0,0.0,92.7265,23.7269,910.7572021484375,12.199351908925664,79.95975509394066
7972,2015-08-28 01:45:00,"Mizoram, India","Mizoram, India",Mizoram,landslide,downpour,large,unknown,0.0,0.0,92.8112,23.4495,849.9747314453125,13.157234388807225,130.03341634660467
7933,2015-09-01 00:00:00,Maligaon,Maligaon,Assam,rock_fall,rain,medium,unknown,2.0,0.0,91.6739,26.1868,52.91970443725586,0.4340399737320287,193.1004180876671
7923,2015-09-01 00:00:00,Amingaon,Amingaon,Assam,landslide,rain,medium,unknown,2.0,0.0,91.72137514,26.49349035,60.2906494140625,0.13964058905668852,322.25851875903356
7956,2015-09-05 00:00:00,Byrnihat,Byrnihat,Meghalaya,landslide,unknown,medium,above_road,0.0,0.0,91.8695,26.048,78.28446960449219,2.709272674332869,109.1475497924356
8012,2015-09-06 15:00:00,"Umling, Meghalaya 793102, India","Umling, Meghalaya 793102, India",Meghalaya,landslide,unknown,medium,above_road,0.0,0.0,91.8584,25.9703,343.8716125488281,3.5430934319129843,137.11105438447817
8224,2015-09-14 01:30:00,"Aizawl, Mizoram, India","Aizawl, Mizoram, India",Mizoram,landslide,downpour,medium,above_road,0.0,0.0,92.7187,23.7313,1056.29541015625,4.338164528566653,72.6215857743747
8223,2015-09-14 03:10:00,"Aizawl, Mizoram, India","Aizawl, Mizoram, India",Mizoram,landslide,downpour,large,above_road,0.0,0.0,92.7187,23.7348,1026.9345703125,1.775183193388253,112.64513598070482
8339,2015-09-23 00:00:00,Kamakhya Temple,Kamakhya Temple,Assam,landslide,continuous_rain,medium,above_road,0.0,0.0,91.7042,26.1666,215.478759765625,4.158509854880299,332.921806805467
8366,2015-09-23 15:00:00,"Shillong, Meghalaya, India","Shillong, Meghalaya, India",Meghalaya,landslide,downpour,medium,natural_slope,2.0,1.0,91.893,25.583,1444.667236328125,0.8974204106136023,206.46446887604333
9405,2016-04-19 00:00:00,"Techahan Ward, Mon, Nagaland, India","Techahan Ward, Mon, Nagaland, India",Nagaland,landslide,continuous_rain,medium,unknown,0.0,0.0,95.0243,26.7223,685.8541259765625,5.461659805986878,300.51032931345753
7655,2016-04-22 02:30:00,"Tawang, Arunachal Pradesh","Tawang, Arunachal Pradesh",Arunachal Pradesh,landslide,continuous_rain,medium,above_road,17.0,0.0,91.8569,27.5799,2737.44287109375,13.099009919240181,234.6482958909109
9404,2016-05-01 00:00:00,"Hayuliang, Anjaw district,Arunachal Pradesh, India","Hayuliang, Anjaw district,Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,above_road,0.0,0.0,96.5316,28.0822,,,
9338,2016-05-18 08:00:00,"Sonachirra, Karimganj district, Assam, India","Sonachirra, Karimganj district, Assam, India",Assam,landslide,continuous_rain,medium,natural_slope,5.0,0.0,92.4943,24.4638,98.57444763183594,8.46438713171177,271.3464904452493
9335,2016-05-18 08:00:00,"Bilaipur, Hailakandi district, Assam, India","Bilaipur, Hailakandi district, Assam, India",Assam,landslide,continuous_rain,unknown,unknown,2.0,0.0,92.7239,24.5202,38.16285705566406,0.3625697340418478,311.933396194781
9336,2016-05-18 08:00:00,"Ramchandi , Hailakandi District, Assam, India","Ramchandi , Hailakandi District, Assam, India",Assam,landslide,continuous_rain,small,unknown,1.0,0.0,92.5121,24.5308,86.01087188720703,1.146628280065758,94.12947973703251
9334,2016-05-18 08:00:00,"Bilaipur, Hailakandi district, Assam, India","Bilaipur, Hailakandi district, Assam, India",Assam,landslide,continuous_rain,unknown,unknown,2.0,0.0,92.7264,24.5204,38.16285705566406,0.3625697340418478,311.933396194781
9169,2016-06-12 00:00:00,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India","on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",Nagaland,landslide,continuous_rain,unknown,above_road,0.0,0.0,94.2442,26.1677,653.855224609375,18.960487750819365,314.0576925262786
9168,2016-06-12 23:00:00,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,above_road,0.0,0.0,93.871,27.6438,1801.2650146484375,17.64242322631224,310.0966250123069
9142,2016-06-14 08:00:00,"lower Majakong Ward, Mokokchung, Nagaland, India","lower Majakong Ward, Mokokchung, Nagaland, India",Nagaland,landslide,continuous_rain,medium,retaining_wall,0.0,0.0,94.5247,26.3185,1200.21240234375,13.9503099014368,173.51328068916996
8222,2016-06-22 12:00:00,"Piyali Phukan Nagar, Guwahati, India","Piyali Phukan Nagar, Guwahati, India",Assam,mudslide,downpour,medium,natural_slope,1.0,0.0,91.7825,26.1961,151.82040405273438,2.4160711958359102,72.9288018769929
8237,2016-07-01 00:00:00,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India","Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,large,unknown,5.0,3.0,92.6351,27.0136,219.07028198242188,2.694052065216109,76.63698707990892
8684,2016-07-07 00:00:00,"Kamrup district, Assam, India","Kamrup district, Assam, India",Assam,landslide,continuous_rain,medium,retaining_wall,2.0,2.0,91.3681,25.9611,185.42539978027344,6.148522948373515,188.29611756660665
8900,2016-07-07 00:00:00,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Imphal-Ukhrul sector of National Highway 102, Manipur, India",Manipur,landslide,monsoon,large,above_road,0.0,0.0,94.3136,25.0118,1305.698486328125,14.280960236197958,253.17906657546084
8901,2016-07-10 00:00:00,"National Highway 2, near Kohima, Nagaland, India","National Highway 2, near Kohima, Nagaland, India",Nagaland,landslide,downpour,medium,above_road,0.0,0.0,94.1318,25.7902,1206.9296875,6.742486479138113,102.8942723311161
8930,2016-07-11 23:00:00,"North Point Colony, Akuluto, Nagaland, India","North Point Colony, Akuluto, Nagaland, India",Nagaland,landslide,unknown,large,unknown,0.0,0.0,94.4922,26.1699,1106.1102294921875,8.526930340238126,196.73038029753022
8996,2016-07-14 00:00:00,"Pub Sarania hill, South Sarania, Guwahati, Assam, India","Pub Sarania hill, South Sarania, Guwahati, Assam, India",Assam,landslide,monsoon,small,natural_slope,1.0,0.0,91.7702,26.1768,110.60929870605469,0.41706886827653405,147.66034839751342
8995,2016-07-14 00:00:00,"Noonmati Nijarapar area of the city, Guwahati, Assam, India","Noonmati Nijarapar area of the city, Guwahati, Assam, India",Assam,landslide,monsoon,small,unknown,1.0,0.0,91.8074,26.1963,146.45697021484375,2.303705765888447,262.6734374534309
9010,2016-07-16 00:00:00,"Hoj-Potin Highway, Arunachal Pradesh, India","Hoj-Potin Highway, Arunachal Pradesh, India",Arunachal Pradesh,mudslide,downpour,medium,above_road,1.0,0.0,93.804,27.3034,666.6202392578125,17.429135695844764,147.96514379210402
9124,2016-07-19 00:00:00,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India","Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",Meghalaya,translational_slide,continuous_rain,large,natural_slope,0.0,0.0,90.5573,25.203,106.51193237304688,3.4802556326678626,132.93024909633505
9087,2016-07-19 00:00:00,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India","5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,above_road,0.0,0.0,94.9612,28.235,245.27549743652344,8.972045227574931,341.8045690673335
9051,2016-07-19 09:00:00,"12th Mile area at Jorabat, Meghalaya, India","12th Mile area at Jorabat, Meghalaya, India",Meghalaya,landslide,unknown,medium,natural_slope,0.0,1.0,91.8744337,26.09748244,130.5399169921875,4.369105232547578,174.30760722947014
9122,2016-07-20 00:00:00,"Noonmati, Guwahati, Assam, India","Noonmati, Guwahati, Assam, India",Assam,landslide,rain,medium,unknown,0.0,0.0,91.802,26.1966,85.3450698852539,1.3789912984809214,274.2269234670863
9186,2016-07-25 12:30:00,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",Manipur,landslide,continuous_rain,medium,above_road,0.0,1.0,94.1383,25.48,1693.163330078125,0.8759722417553234,89.3782514506625
9219,2016-07-26 23:00:00,"Zunheboto, Nagaland, India","Zunheboto, Nagaland, India",Nagaland,landslide,downpour,medium,retaining_wall,0.0,0.0,94.5282,26.0101,1694.95361328125,16.293275519889896,111.2625200968082
9252,2016-07-28 00:00:00,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India","Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",Arunachal Pradesh,landslide,monsoon,medium,unknown,0.0,0.0,91.8644,27.5748,2704.603515625,18.136291463123776,192.73574084978338
9232,2016-07-28 23:00:00,"Ngur, near Mizoram-Myanmar border, India","Ngur, near Mizoram-Myanmar border, India",Mizoram,landslide,continuous_rain,medium,unknown,2.0,6.0,93.3783,23.5397,1531.4127197265625,11.950408274984989,146.4433217340685
9251,2016-07-28 23:00:00,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India","Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",Nagaland,landslide,downpour,medium,retaining_wall,0.0,0.0,94.7844,25.8702,1061.67236328125,7.95859469202848,195.19470883785777
9464,2016-08-05 00:00:00,Babrang village under Jang circle in Tawang district,Babrang village under Jang circle in Tawang district,Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,3.0,91.9754,27.5754,2424.190185546875,19.24312472126151,320.94557305137005
9604,2016-10-12 00:00:00,Legship,Legship,Sikkim,landslide,continuous_rain,medium,above_road,0.0,0.0,88.2891,27.2676,579.97900390625,2.3366964435056254,186.86395214135976
9619,2016-10-15 00:00:00,Namchi,Namchi,Sikkim,landslide,rain,medium,above_road,0.0,0.0,88.3664,27.1695,1417.80419921875,17.35293251704138,294.61948481459285
9620,2016-10-15 00:00:00,Rangpo,Rangpo,Sikkim,landslide,downpour,medium,above_road,0.0,0.0,88.5292,27.172,342.2189025878906,9.422864526365185,261.5628410430589
